'Elapsed time','I'
'0:47.054',-0.006
'0:47.056',-0.006
'0:47.058',-0.005
'0:47.060',-0.005
'0:47.062',-0.005
'0:47.064',-0.005
'0:47.066',-0.007
'0:47.068',-0.011
'0:47.070',-0.019
'0:47.072',-0.027
'0:47.074',-0.029
'0:47.076',-0.027
'0:47.078',-0.028
'0:47.080',-0.031
'0:47.082',-0.032
'0:47.084',-0.030
'0:47.086',-0.026
'0:47.088',-0.019
'0:47.090',-0.010
'0:47.092',-0.001
'0:47.094',0.009
'0:47.096',0.016
'0:47.098',0.020
'0:47.100',0.017
'0:47.102',0.009
'0:47.104',0.003
'0:47.106',0.002
'0:47.108',0.004
'0:47.110',0.005
'0:47.112',0.005
'0:47.114',0.004
'0:47.116',0.004
'0:47.118',0.004
'0:47.120',0.004
'0:47.122',0.003
'0:47.124',0.003
'0:47.126',0.003
'0:47.128',0.002
'0:47.130',0.002
'0:47.132',0.001
'0:47.134',-0.001
'0:47.136',-0.006
'0:47.138',-0.022
'0:47.140',-0.060
'0:47.142',-0.125
'0:47.144',-0.203
'0:47.146',-0.252
'0:47.148',-0.203
'0:47.150',-0.011
'0:47.152',0.261
'0:47.154',0.446
'0:47.156',0.533
'0:47.158',0.651
'0:47.160',0.740
'0:47.162',0.773
'0:47.164',0.763
'0:47.166',0.574
'0:47.168',0.326
'0:47.170',0.173
'0:47.172',0.091
'0:47.174',0.048
'0:47.176',0.029
'0:47.178',0.015
'0:47.180',-0.004
'0:47.182',-0.018
'0:47.184',-0.024
'0:47.186',-0.026
'0:47.188',-0.028
'0:47.190',-0.029
'0:47.192',-0.030
'0:47.194',-0.031
'0:47.196',-0.033
'0:47.198',-0.034
'0:47.200',-0.035
'0:47.202',-0.036
'0:47.204',-0.037
'0:47.206',-0.038
'0:47.208',-0.040
'0:47.210',-0.041
'0:47.212',-0.043
'0:47.214',-0.043
'0:47.216',-0.043
'0:47.218',-0.044
'0:47.220',-0.045
'0:47.222',-0.045
'0:47.224',-0.045
'0:47.226',-0.045
'0:47.228',-0.045
'0:47.230',-0.044
'0:47.232',-0.044
'0:47.234',-0.043
'0:47.236',-0.042
'0:47.238',-0.041
'0:47.240',-0.040
'0:47.242',-0.038
'0:47.244',-0.036
'0:47.246',-0.036
'0:47.248',-0.035
'0:47.250',-0.035
'0:47.252',-0.035
'0:47.254',-0.035
'0:47.256',-0.035
'0:47.258',-0.036
'0:47.260',-0.035
'0:47.262',-0.035
'0:47.264',-0.035
'0:47.266',-0.032
'0:47.268',-0.029
'0:47.270',-0.022
'0:47.272',-0.015
'0:47.274',-0.004
'0:47.276',0.007
'0:47.278',0.021
'0:47.280',0.038
'0:47.282',0.054
'0:47.284',0.071
'0:47.286',0.087
'0:47.288',0.101
'0:47.290',0.114
'0:47.292',0.122
'0:47.294',0.128
'0:47.296',0.130
'0:47.298',0.128
'0:47.300',0.122
'0:47.302',0.115
'0:47.304',0.104
'0:47.306',0.092
'0:47.308',0.080
'0:47.310',0.067
'0:47.312',0.054
'0:47.314',0.043
'0:47.316',0.032
'0:47.318',0.022
'0:47.320',0.015
'0:47.322',0.008
'0:47.324',0.003
'0:47.326',-0.001
'0:47.328',-0.004
'0:47.330',-0.007
'0:47.332',-0.009
'0:47.334',-0.009
'0:47.336',-0.011
'0:47.338',-0.011
'0:47.340',-0.011
'0:47.342',-0.011
'0:47.344',-0.011
'0:47.346',-0.012
'0:47.348',-0.012
'0:47.350',-0.011
'0:47.352',-0.011
'0:47.354',-0.012
'0:47.356',-0.012
'0:47.358',-0.011
'0:47.360',-0.011
'0:47.362',-0.011
'0:47.364',-0.011
'0:47.366',-0.011
'0:47.368',-0.011
'0:47.370',-0.011
'0:47.372',-0.011
'0:47.374',-0.011
'0:47.376',-0.011
'0:47.378',-0.011
'0:47.380',-0.011
'0:47.382',-0.011
'0:47.384',-0.009
'0:47.386',-0.009
'0:47.388',-0.009
'0:47.390',-0.009
'0:47.392',-0.009
'0:47.394',-0.008
'0:47.396',-0.009
'0:47.398',-0.008
'0:47.400',-0.007
'0:47.402',-0.007
'0:47.404',-0.007
'0:47.406',-0.006
'0:47.408',-0.006
'0:47.410',-0.006
'0:47.412',-0.005
'0:47.414',-0.005
'0:47.416',-0.005
'0:47.418',-0.005
'0:47.420',-0.005
'0:47.422',-0.004
'0:47.424',-0.005
'0:47.426',-0.004
'0:47.428',-0.004
'0:47.430',-0.004
'0:47.432',-0.004
'0:47.434',-0.004
'0:47.436',-0.004
'0:47.438',-0.004
'0:47.440',-0.004
'0:47.442',-0.004
'0:47.444',-0.005
'0:47.446',-0.005
'0:47.448',-0.005
'0:47.450',-0.005
'0:47.452',-0.005
'0:47.454',-0.005
'0:47.456',-0.005
'0:47.458',-0.005
'0:47.460',-0.005
'0:47.462',-0.006
'0:47.464',-0.006
'0:47.466',-0.006
'0:47.468',-0.006
'0:47.470',-0.006
'0:47.472',-0.006
'0:47.474',-0.007
'0:47.476',-0.007
'0:47.478',-0.007
'0:47.480',-0.006
'0:47.482',-0.007
'0:47.484',-0.007
'0:47.486',-0.007
'0:47.488',-0.007
'0:47.490',-0.007
'0:47.492',-0.007
'0:47.494',-0.007
'0:47.496',-0.007
'0:47.498',-0.007
'0:47.500',-0.007
'0:47.502',-0.007
'0:47.504',-0.007
'0:47.506',-0.007
'0:47.508',-0.007
'0:47.510',-0.007
'0:47.512',-0.007
'0:47.514',-0.008
'0:47.516',-0.008
'0:47.518',-0.007
'0:47.520',-0.008
'0:47.522',-0.008
'0:47.524',-0.007
'0:47.526',-0.007
'0:47.528',-0.008
'0:47.530',-0.008
'0:47.532',-0.008
'0:47.534',-0.008
'0:47.536',-0.007
'0:47.538',-0.007
'0:47.540',-0.007
'0:47.542',-0.007
'0:47.544',-0.007
'0:47.546',-0.007
'0:47.548',-0.007
'0:47.550',-0.007
'0:47.552',-0.007
'0:47.554',-0.006
'0:47.556',-0.006
'0:47.558',-0.006
'0:47.560',-0.005
'0:47.562',-0.005
'0:47.564',-0.005
'0:47.566',-0.007
'0:47.568',-0.013
'0:47.570',-0.021
'0:47.572',-0.028
'0:47.574',-0.028
'0:47.576',-0.026
'0:47.578',-0.029
'0:47.580',-0.031
'0:47.582',-0.032
'0:47.584',-0.030
'0:47.586',-0.025
'0:47.588',-0.018
'0:47.590',-0.010
'0:47.592',-0.001
'0:47.594',0.009
'0:47.596',0.017
'0:47.598',0.020
'0:47.600',0.018
'0:47.602',0.010
'0:47.604',0.004
'0:47.606',0.002
'0:47.608',0.004
'0:47.610',0.005
'0:47.612',0.006
'0:47.614',0.005
'0:47.616',0.004
'0:47.618',0.004
'0:47.620',0.004
'0:47.622',0.004
'0:47.624',0.003
'0:47.626',0.003
'0:47.628',0.003
'0:47.630',0.003
'0:47.632',0.002
'0:47.634',0.001
'0:47.636',-0.002
'0:47.638',-0.011
'0:47.640',-0.033
'0:47.642',-0.080
'0:47.644',-0.149
'0:47.646',-0.222
'0:47.648',-0.250
'0:47.650',-0.171
'0:47.652',0.042
'0:47.654',0.301
'0:47.656',0.460
'0:47.658',0.542
'0:47.660',0.658
'0:47.662',0.740
'0:47.664',0.770
'0:47.666',0.762
'0:47.668',0.589
'0:47.670',0.346
'0:47.672',0.189
'0:47.674',0.102
'0:47.676',0.056
'0:47.678',0.034
'0:47.680',0.020
'0:47.682',0.004
'0:47.684',-0.012
'0:47.686',-0.020
'0:47.688',-0.025
'0:47.690',-0.025
'0:47.692',-0.026
'0:47.694',-0.028
'0:47.696',-0.029
'0:47.698',-0.029
'0:47.700',-0.030
'0:47.702',-0.032
'0:47.704',-0.033
'0:47.706',-0.034
'0:47.708',-0.035
'0:47.710',-0.036
'0:47.712',-0.037
'0:47.714',-0.037
'0:47.716',-0.039
'0:47.718',-0.040
'0:47.720',-0.041
'0:47.722',-0.041
'0:47.724',-0.042
'0:47.726',-0.042
'0:47.728',-0.042
'0:47.730',-0.042
'0:47.732',-0.041
'0:47.734',-0.041
'0:47.736',-0.040
'0:47.738',-0.039
'0:47.740',-0.038
'0:47.742',-0.036
'0:47.744',-0.035
'0:47.746',-0.034
'0:47.748',-0.033
'0:47.750',-0.032
'0:47.752',-0.031
'0:47.754',-0.030
'0:47.756',-0.030
'0:47.758',-0.029
'0:47.760',-0.030
'0:47.762',-0.030
'0:47.764',-0.030
'0:47.766',-0.030
'0:47.768',-0.030
'0:47.770',-0.029
'0:47.772',-0.028
'0:47.774',-0.024
'0:47.776',-0.019
'0:47.778',-0.012
'0:47.780',-0.003
'0:47.782',0.007
'0:47.784',0.019
'0:47.786',0.034
'0:47.788',0.050
'0:47.790',0.065
'0:47.792',0.081
'0:47.794',0.095
'0:47.796',0.108
'0:47.798',0.118
'0:47.800',0.126
'0:47.802',0.131
'0:47.804',0.132
'0:47.806',0.130
'0:47.808',0.125
'0:47.810',0.118
'0:47.812',0.108
'0:47.814',0.097
'0:47.816',0.086
'0:47.818',0.073
'0:47.820',0.060
'0:47.822',0.050
'0:47.824',0.038
'0:47.826',0.029
'0:47.828',0.021
'0:47.830',0.013
'0:47.832',0.007
'0:47.834',0.003
'0:47.836',-0.001
'0:47.838',-0.004
'0:47.840',-0.006
'0:47.842',-0.007
'0:47.844',-0.009
'0:47.846',-0.009
'0:47.848',-0.011
'0:47.850',-0.011
'0:47.852',-0.011
'0:47.854',-0.011
'0:47.856',-0.011
'0:47.858',-0.011
'0:47.860',-0.011
'0:47.862',-0.011
'0:47.864',-0.011
'0:47.866',-0.011
'0:47.868',-0.011
'0:47.870',-0.011
'0:47.872',-0.012
'0:47.874',-0.011
'0:47.876',-0.011
'0:47.878',-0.011
'0:47.880',-0.011
'0:47.882',-0.011
'0:47.884',-0.011
'0:47.886',-0.011
'0:47.888',-0.011
'0:47.890',-0.011
'0:47.892',-0.010
'0:47.894',-0.010
'0:47.896',-0.009
'0:47.898',-0.009
'0:47.900',-0.009
'0:47.902',-0.009
'0:47.904',-0.009
'0:47.906',-0.009
'0:47.908',-0.009
'0:47.910',-0.008
'0:47.912',-0.007
'0:47.914',-0.007
'0:47.916',-0.007
'0:47.918',-0.006
'0:47.920',-0.006
'0:47.922',-0.006
'0:47.924',-0.006
'0:47.926',-0.005
'0:47.928',-0.005
'0:47.930',-0.005
'0:47.932',-0.005
'0:47.934',-0.004
'0:47.936',-0.004
'0:47.938',-0.005
'0:47.940',-0.004
'0:47.942',-0.004
'0:47.944',-0.004
'0:47.946',-0.004
'0:47.948',-0.004
'0:47.950',-0.004
'0:47.952',-0.004
'0:47.954',-0.004
'0:47.956',-0.004
'0:47.958',-0.004
'0:47.960',-0.004
'0:47.962',-0.004
'0:47.964',-0.005
'0:47.966',-0.004
'0:47.968',-0.005
'0:47.970',-0.005
'0:47.972',-0.005
'0:47.974',-0.006
'0:47.976',-0.005
'0:47.978',-0.006
'0:47.980',-0.006
'0:47.982',-0.006
'0:47.984',-0.006
'0:47.986',-0.006
'0:47.988',-0.006
'0:47.990',-0.006
'0:47.992',-0.006
'0:47.994',-0.006
'0:47.996',-0.006
'0:47.998',-0.007
'0:48.000',-0.007
'0:48.002',-0.007
'0:48.004',-0.007
'0:48.006',-0.007
'0:48.008',-0.007
'0:48.010',-0.007
'0:48.012',-0.007
'0:48.014',-0.007
'0:48.016',-0.007
'0:48.018',-0.007
'0:48.020',-0.007
'0:48.022',-0.007
'0:48.024',-0.007
'0:48.026',-0.007
'0:48.028',-0.008
'0:48.030',-0.008
'0:48.032',-0.007
'0:48.034',-0.007
'0:48.036',-0.008
'0:48.038',-0.007
'0:48.040',-0.007
'0:48.042',-0.008
'0:48.044',-0.007
'0:48.046',-0.008
'0:48.048',-0.008
'0:48.050',-0.007
'0:48.052',-0.007
'0:48.054',-0.007
'0:48.056',-0.007
'0:48.058',-0.007
'0:48.060',-0.008
'0:48.062',-0.007
'0:48.064',-0.007
'0:48.066',-0.007
'0:48.068',-0.007
'0:48.070',-0.007
'0:48.072',-0.007
'0:48.074',-0.007
'0:48.076',-0.007
'0:48.078',-0.007
'0:48.080',-0.006
'0:48.082',-0.005
'0:48.084',-0.005
'0:48.086',-0.005
'0:48.088',-0.005
'0:48.090',-0.007
'0:48.092',-0.011
'0:48.094',-0.018
'0:48.096',-0.025
'0:48.098',-0.028
'0:48.100',-0.027
'0:48.102',-0.027
'0:48.104',-0.029
'0:48.106',-0.031
'0:48.108',-0.032
'0:48.110',-0.030
'0:48.112',-0.025
'0:48.114',-0.019
'0:48.116',-0.011
'0:48.118',-0.002
'0:48.120',0.007
'0:48.122',0.015
'0:48.124',0.019
'0:48.126',0.019
'0:48.128',0.013
'0:48.130',0.005
'0:48.132',0.002
'0:48.134',0.002
'0:48.136',0.004
'0:48.138',0.005
'0:48.140',0.005
'0:48.142',0.005
'0:48.144',0.004
'0:48.146',0.004
'0:48.148',0.003
'0:48.150',0.003
'0:48.152',0.003
'0:48.154',0.003
'0:48.156',0.003
'0:48.158',0.002
'0:48.160',0.002
'0:48.162',0.001
'0:48.164',-0.001
'0:48.166',-0.006
'0:48.168',-0.019
'0:48.170',-0.050
'0:48.172',-0.103
'0:48.174',-0.174
'0:48.176',-0.236
'0:48.178',-0.245
'0:48.180',-0.148
'0:48.182',0.066
'0:48.184',0.309
'0:48.186',0.458
'0:48.188',0.537
'0:48.190',0.645
'0:48.192',0.733
'0:48.194',0.766
'0:48.196',0.779
'0:48.198',0.665
'0:48.200',0.434
'0:48.202',0.246
'0:48.204',0.139
'0:48.206',0.075
'0:48.208',0.043
'0:48.210',0.028
'0:48.212',0.014
'0:48.214',-0.003
'0:48.216',-0.016
'0:48.218',-0.023
'0:48.220',-0.026
'0:48.222',-0.028
'0:48.224',-0.029
'0:48.226',-0.029
'0:48.228',-0.031
'0:48.230',-0.032
'0:48.232',-0.033
'0:48.234',-0.034
'0:48.236',-0.035
'0:48.238',-0.035
'0:48.240',-0.037
'0:48.242',-0.038
'0:48.244',-0.039
'0:48.246',-0.041
'0:48.248',-0.041
'0:48.250',-0.043
'0:48.252',-0.043
'0:48.254',-0.044
'0:48.256',-0.045
'0:48.258',-0.045
'0:48.260',-0.045
'0:48.262',-0.045
'0:48.264',-0.045
'0:48.266',-0.045
'0:48.268',-0.045
'0:48.270',-0.044
'0:48.272',-0.043
'0:48.274',-0.043
'0:48.276',-0.042
'0:48.278',-0.041
'0:48.280',-0.039
'0:48.282',-0.038
'0:48.284',-0.037
'0:48.286',-0.036
'0:48.288',-0.035
'0:48.290',-0.035
'0:48.292',-0.035
'0:48.294',-0.035
'0:48.296',-0.035
'0:48.298',-0.035
'0:48.300',-0.036
'0:48.302',-0.036
'0:48.304',-0.036
'0:48.306',-0.035
'0:48.308',-0.033
'0:48.310',-0.029
'0:48.312',-0.025
'0:48.314',-0.018
'0:48.316',-0.009
'0:48.318',0.001
'0:48.320',0.013
'0:48.322',0.027
'0:48.324',0.042
'0:48.326',0.057
'0:48.328',0.072
'0:48.330',0.087
'0:48.332',0.101
'0:48.334',0.112
'0:48.336',0.120
'0:48.338',0.127
'0:48.340',0.129
'0:48.342',0.129
'0:48.344',0.126
'0:48.346',0.120
'0:48.348',0.112
'0:48.350',0.102
'0:48.352',0.091
'0:48.354',0.080
'0:48.356',0.068
'0:48.358',0.057
'0:48.360',0.045
'0:48.362',0.035
'0:48.364',0.026
'0:48.366',0.018
'0:48.368',0.011
'0:48.370',0.006
'0:48.372',0.002
'0:48.374',-0.002
'0:48.376',-0.005
'0:48.378',-0.007
'0:48.380',-0.009
'0:48.382',-0.009
'0:48.384',-0.010
'0:48.386',-0.011
'0:48.388',-0.011
'0:48.390',-0.012
'0:48.392',-0.012
'0:48.394',-0.012
'0:48.396',-0.012
'0:48.398',-0.012
'0:48.400',-0.012
'0:48.402',-0.012
'0:48.404',-0.012
'0:48.406',-0.011
'0:48.408',-0.012
'0:48.410',-0.011
'0:48.412',-0.012
'0:48.414',-0.011
'0:48.416',-0.011
'0:48.418',-0.011
'0:48.420',-0.011
'0:48.422',-0.011
'0:48.424',-0.011
'0:48.426',-0.011
'0:48.428',-0.011
'0:48.430',-0.011
'0:48.432',-0.011
'0:48.434',-0.010
'0:48.436',-0.010
'0:48.438',-0.009
'0:48.440',-0.009
'0:48.442',-0.009
'0:48.444',-0.009
'0:48.446',-0.008
'0:48.448',-0.009
'0:48.450',-0.008
'0:48.452',-0.008
'0:48.454',-0.007
'0:48.456',-0.007
'0:48.458',-0.007
'0:48.460',-0.006
'0:48.462',-0.006
'0:48.464',-0.006
'0:48.466',-0.006
'0:48.468',-0.005
'0:48.470',-0.005
'0:48.472',-0.005
'0:48.474',-0.005
'0:48.476',-0.005
'0:48.478',-0.004
'0:48.480',-0.005
'0:48.482',-0.004
'0:48.484',-0.004
'0:48.486',-0.004
'0:48.488',-0.004
'0:48.490',-0.004
'0:48.492',-0.004
'0:48.494',-0.004
'0:48.496',-0.004
'0:48.498',-0.004
'0:48.500',-0.005
'0:48.502',-0.005
'0:48.504',-0.005
'0:48.506',-0.005
'0:48.508',-0.005
'0:48.510',-0.005
'0:48.512',-0.005
'0:48.514',-0.006
'0:48.516',-0.005
'0:48.518',-0.006
'0:48.520',-0.005
'0:48.522',-0.005
'0:48.524',-0.006
'0:48.526',-0.006
'0:48.528',-0.007
'0:48.530',-0.006
'0:48.532',-0.006
'0:48.534',-0.007
'0:48.536',-0.007
'0:48.538',-0.007
'0:48.540',-0.006
'0:48.542',-0.007
'0:48.544',-0.007
'0:48.546',-0.007
'0:48.548',-0.007
'0:48.550',-0.007
'0:48.552',-0.007
'0:48.554',-0.007
'0:48.556',-0.007
'0:48.558',-0.007
'0:48.560',-0.007
'0:48.562',-0.007
'0:48.564',-0.007
'0:48.566',-0.007
'0:48.568',-0.008
'0:48.570',-0.008
'0:48.572',-0.007
'0:48.574',-0.008
'0:48.576',-0.007
'0:48.578',-0.008
'0:48.580',-0.007
'0:48.582',-0.008
'0:48.584',-0.007
'0:48.586',-0.008
'0:48.588',-0.007
'0:48.590',-0.007
'0:48.592',-0.008
'0:48.594',-0.008
'0:48.596',-0.007
'0:48.598',-0.007
'0:48.600',-0.007
'0:48.602',-0.007
'0:48.604',-0.007
'0:48.606',-0.007
'0:48.608',-0.007
'0:48.610',-0.007
'0:48.612',-0.007
'0:48.614',-0.007
'0:48.616',-0.007
'0:48.618',-0.007
'0:48.620',-0.006
'0:48.622',-0.006
'0:48.624',-0.005
'0:48.626',-0.005
'0:48.628',-0.006
'0:48.630',-0.008
'0:48.632',-0.013
'0:48.634',-0.021
'0:48.636',-0.028
'0:48.638',-0.028
'0:48.640',-0.027
'0:48.642',-0.029
'0:48.644',-0.031
'0:48.646',-0.032
'0:48.648',-0.031
'0:48.650',-0.028
'0:48.652',-0.021
'0:48.654',-0.013
'0:48.656',-0.004
'0:48.658',0.005
'0:48.660',0.013
'0:48.662',0.018
'0:48.664',0.019
'0:48.666',0.015
'0:48.668',0.006
'0:48.670',0.002
'0:48.672',0.002
'0:48.674',0.004
'0:48.676',0.005
'0:48.678',0.005
'0:48.680',0.005
'0:48.682',0.004
'0:48.684',0.004
'0:48.686',0.004
'0:48.688',0.003
'0:48.690',0.003
'0:48.692',0.003
'0:48.694',0.003
'0:48.696',0.003
'0:48.698',0.002
'0:48.700',0.001
'0:48.702',-0.002
'0:48.704',-0.010
'0:48.706',-0.031
'0:48.708',-0.074
'0:48.710',-0.141
'0:48.712',-0.214
'0:48.714',-0.252
'0:48.716',-0.194
'0:48.718',-0.004
'0:48.720',0.255
'0:48.722',0.438
'0:48.724',0.524
'0:48.726',0.630
'0:48.728',0.728
'0:48.730',0.764
'0:48.732',0.779
'0:48.734',0.657
'0:48.736',0.415
'0:48.738',0.229
'0:48.740',0.125
'0:48.742',0.067
'0:48.744',0.040
'0:48.746',0.025
'0:48.748',0.010
'0:48.750',-0.007
'0:48.752',-0.018
'0:48.754',-0.023
'0:48.756',-0.025
'0:48.758',-0.026
'0:48.760',-0.027
'0:48.762',-0.029
'0:48.764',-0.029
'0:48.766',-0.030
'0:48.768',-0.032
'0:48.770',-0.032
'0:48.772',-0.034
'0:48.774',-0.035
'0:48.776',-0.035
'0:48.778',-0.036
'0:48.780',-0.037
'0:48.782',-0.039
'0:48.784',-0.040
'0:48.786',-0.040
'0:48.788',-0.041
'0:48.790',-0.041
'0:48.792',-0.042
'0:48.794',-0.042
'0:48.796',-0.042
'0:48.798',-0.042
'0:48.800',-0.041
'0:48.802',-0.041
'0:48.804',-0.039
'0:48.806',-0.038
'0:48.808',-0.037
'0:48.810',-0.036
'0:48.812',-0.035
'0:48.814',-0.034
'0:48.816',-0.032
'0:48.818',-0.032
'0:48.820',-0.030
'0:48.822',-0.030
'0:48.824',-0.030
'0:48.826',-0.029
'0:48.828',-0.030
'0:48.830',-0.030
'0:48.832',-0.030
'0:48.834',-0.030
'0:48.836',-0.029
'0:48.838',-0.028
'0:48.840',-0.024
'0:48.842',-0.019
'0:48.844',-0.013
'0:48.846',-0.003
'0:48.848',0.007
'0:48.850',0.021
'0:48.852',0.035
'0:48.854',0.051
'0:48.856',0.067
'0:48.858',0.083
'0:48.860',0.097
'0:48.862',0.111
'0:48.864',0.120
'0:48.866',0.128
'0:48.868',0.132
'0:48.870',0.133
'0:48.872',0.129
'0:48.874',0.123
'0:48.876',0.115
'0:48.878',0.104
'0:48.880',0.092
'0:48.882',0.080
'0:48.884',0.067
'0:48.886',0.054
'0:48.888',0.043
'0:48.890',0.032
'0:48.892',0.023
'0:48.894',0.015
'0:48.896',0.009
'0:48.898',0.004
'0:48.900',-0.001
'0:48.902',-0.004
'0:48.904',-0.006
'0:48.906',-0.007
'0:48.908',-0.009
'0:48.910',-0.010
'0:48.912',-0.010
'0:48.914',-0.011
'0:48.916',-0.011
'0:48.918',-0.011
'0:48.920',-0.011
'0:48.922',-0.011
'0:48.924',-0.011
'0:48.926',-0.011
'0:48.928',-0.011
'0:48.930',-0.011
'0:48.932',-0.011
'0:48.934',-0.011
'0:48.936',-0.012
'0:48.938',-0.011
'0:48.940',-0.011
'0:48.942',-0.011
'0:48.944',-0.011
'0:48.946',-0.011
'0:48.948',-0.011
'0:48.950',-0.011
'0:48.952',-0.011
'0:48.954',-0.011
'0:48.956',-0.010
'0:48.958',-0.010
'0:48.960',-0.010
'0:48.962',-0.009
'0:48.964',-0.009
'0:48.966',-0.009
'0:48.968',-0.009
'0:48.970',-0.009
'0:48.972',-0.008
'0:48.974',-0.007
'0:48.976',-0.007
'0:48.978',-0.006
'0:48.980',-0.006
'0:48.982',-0.006
'0:48.984',-0.006
'0:48.986',-0.005
'0:48.988',-0.005
'0:48.990',-0.005
'0:48.992',-0.005
'0:48.994',-0.004
'0:48.996',-0.004
'0:48.998',-0.004
'0:49.000',-0.004
'0:49.002',-0.004
'0:49.004',-0.004
'0:49.006',-0.004
'0:49.008',-0.004
'0:49.010',-0.004
'0:49.012',-0.004
'0:49.014',-0.004
'0:49.016',-0.004
'0:49.018',-0.005
'0:49.020',-0.005
'0:49.022',-0.005
'0:49.024',-0.005
'0:49.026',-0.005
'0:49.028',-0.005
'0:49.030',-0.005
'0:49.032',-0.005
'0:49.034',-0.006
'0:49.036',-0.005
'0:49.038',-0.006
'0:49.040',-0.006
'0:49.042',-0.006
'0:49.044',-0.006
'0:49.046',-0.006
'0:49.048',-0.006
'0:49.050',-0.006
'0:49.052',-0.007
'0:49.054',-0.007
'0:49.056',-0.007
'0:49.058',-0.007
'0:49.060',-0.007
'0:49.062',-0.007
'0:49.064',-0.007
'0:49.066',-0.007
'0:49.068',-0.007
'0:49.070',-0.007
'0:49.072',-0.007
'0:49.074',-0.007
'0:49.076',-0.007
'0:49.078',-0.007
'0:49.080',-0.007
'0:49.082',-0.008
'0:49.084',-0.007
'0:49.086',-0.007
'0:49.088',-0.007
'0:49.090',-0.008
'0:49.092',-0.007
'0:49.094',-0.007
'0:49.096',-0.007
'0:49.098',-0.008
'0:49.100',-0.007
'0:49.102',-0.007
'0:49.104',-0.007
'0:49.106',-0.007
'0:49.108',-0.007
'0:49.110',-0.007
'0:49.112',-0.008
'0:49.114',-0.007
'0:49.116',-0.007
'0:49.118',-0.007
'0:49.120',-0.007
'0:49.122',-0.007
'0:49.124',-0.006
'0:49.126',-0.006
'0:49.128',-0.006
'0:49.130',-0.005
'0:49.132',-0.005
'0:49.134',-0.005
'0:49.136',-0.006
'0:49.138',-0.011
'0:49.140',-0.019
'0:49.142',-0.027
'0:49.144',-0.028
'0:49.146',-0.026
'0:49.148',-0.029
'0:49.150',-0.031
'0:49.152',-0.032
'0:49.154',-0.030
'0:49.156',-0.025
'0:49.158',-0.018
'0:49.160',-0.008
'0:49.162',0.002
'0:49.164',0.011
'0:49.166',0.018
'0:49.168',0.019
'0:49.170',0.015
'0:49.172',0.005
'0:49.174',0.002
'0:49.176',0.003
'0:49.178',0.005
'0:49.180',0.005
'0:49.182',0.004
'0:49.184',0.004
'0:49.186',0.004
'0:49.188',0.003
'0:49.190',0.003
'0:49.192',0.003
'0:49.194',0.003
'0:49.196',0.003
'0:49.198',0.002
'0:49.200',0.001
'0:49.202',-0.001
'0:49.204',-0.005
'0:49.206',-0.021
'0:49.208',-0.058
'0:49.210',-0.124
'0:49.212',-0.204
'0:49.214',-0.253
'0:49.216',-0.193
'0:49.218',0.021
'0:49.220',0.299
'0:49.222',0.466
'0:49.224',0.555
'0:49.226',0.682
'0:49.228',0.751
'0:49.230',0.782
'0:49.232',0.718
'0:49.234',0.469
'0:49.236',0.248
'0:49.238',0.130
'0:49.240',0.065
'0:49.242',0.036
'0:49.244',0.021
'0:49.246',0.004
'0:49.248',-0.013
'0:49.250',-0.023
'0:49.252',-0.025
'0:49.254',-0.028
'0:49.256',-0.029
'0:49.258',-0.030
'0:49.260',-0.032
'0:49.262',-0.033
'0:49.264',-0.034
'0:49.266',-0.035
'0:49.268',-0.036
'0:49.270',-0.037
'0:49.272',-0.038
'0:49.274',-0.040
'0:49.276',-0.041
'0:49.278',-0.042
'0:49.280',-0.043
'0:49.282',-0.044
'0:49.284',-0.045
'0:49.286',-0.045
'0:49.288',-0.045
'0:49.290',-0.045
'0:49.292',-0.046
'0:49.294',-0.045
'0:49.296',-0.044
'0:49.298',-0.043
'0:49.300',-0.042
'0:49.302',-0.041
'0:49.304',-0.040
'0:49.306',-0.038
'0:49.308',-0.037
'0:49.310',-0.036
'0:49.312',-0.035
'0:49.314',-0.035
'0:49.316',-0.035
'0:49.318',-0.035
'0:49.320',-0.035
'0:49.322',-0.035
'0:49.324',-0.036
'0:49.326',-0.035
'0:49.328',-0.034
'0:49.330',-0.032
'0:49.332',-0.027
'0:49.334',-0.021
'0:49.336',-0.011
'0:49.338',0.001
'0:49.340',0.015
'0:49.342',0.030
'0:49.344',0.048
'0:49.346',0.065
'0:49.348',0.082
'0:49.350',0.098
'0:49.352',0.110
'0:49.354',0.121
'0:49.356',0.128
'0:49.358',0.130
'0:49.360',0.128
'0:49.362',0.122
'0:49.364',0.115
'0:49.366',0.103
'0:49.368',0.090
'0:49.370',0.077
'0:49.372',0.064
'0:49.374',0.051
'0:49.376',0.038
'0:49.378',0.029
'0:49.380',0.019
'0:49.382',0.011
'0:49.384',0.005
'0:49.386',0.000
'0:49.388',-0.004
'0:49.390',-0.006
'0:49.392',-0.009
'0:49.394',-0.009
'0:49.396',-0.011
'0:49.398',-0.011
'0:49.400',-0.011
'0:49.402',-0.011
'0:49.404',-0.011
'0:49.406',-0.012
'0:49.408',-0.012
'0:49.410',-0.012
'0:49.412',-0.012
'0:49.414',-0.012
'0:49.416',-0.012
'0:49.418',-0.011
'0:49.420',-0.011
'0:49.422',-0.012
'0:49.424',-0.011
'0:49.426',-0.011
'0:49.428',-0.011
'0:49.430',-0.011
'0:49.432',-0.011
'0:49.434',-0.011
