'Elapsed time','I'
'0:45.932',-0.128
'0:45.934',-0.135
'0:45.936',-0.130
'0:45.938',-0.142
'0:45.940',-0.137
'0:45.942',-0.132
'0:45.944',-0.144
'0:45.946',-0.142
'0:45.948',-0.139
'0:45.950',-0.151
'0:45.952',-0.149
'0:45.954',-0.146
'0:45.956',-0.150
'0:45.958',-0.145
'0:45.960',-0.133
'0:45.962',-0.136
'0:45.964',-0.129
'0:45.966',-0.133
'0:45.968',-0.134
'0:45.970',-0.124
'0:45.972',-0.130
'0:45.974',-0.127
'0:45.976',-0.135
'0:45.978',-0.147
'0:45.980',-0.131
'0:45.982',-0.132
'0:45.984',-0.136
'0:45.986',-0.140
'0:45.988',-0.154
'0:45.990',-0.126
'0:45.992',-0.134
'0:45.994',-0.138
'0:45.996',-0.140
'0:45.998',-0.126
'0:46.000',-0.126
'0:46.002',-0.114
'0:46.004',-0.114
'0:46.006',-0.101
'0:46.008',-0.107
'0:46.010',-0.108
'0:46.012',-0.107
'0:46.014',-0.098
'0:46.016',-0.096
'0:46.018',-0.091
'0:46.020',-0.104
'0:46.022',-0.099
'0:46.024',-0.092
'0:46.026',-0.091
'0:46.028',-0.082
'0:46.030',-0.050
'0:46.032',-0.057
'0:46.034',-0.056
'0:46.036',-0.061
'0:46.038',-0.062
'0:46.040',-0.048
'0:46.042',-0.060
'0:46.044',-0.058
'0:46.046',-0.098
'0:46.048',-0.110
'0:46.050',-0.136
'0:46.052',-0.111
'0:46.054',-0.125
'0:46.056',-0.118
'0:46.058',-0.138
'0:46.060',-0.124
'0:46.062',-0.136
'0:46.064',-0.133
'0:46.066',-0.153
'0:46.068',-0.141
'0:46.070',-0.133
'0:46.072',-0.153
'0:46.074',-0.144
'0:46.076',-0.143
'0:46.078',-0.152
'0:46.080',-0.142
'0:46.082',-0.160
'0:46.084',-0.144
'0:46.086',-0.143
'0:46.088',-0.152
'0:46.090',-0.163
'0:46.092',-0.147
'0:46.094',-0.148
'0:46.096',-0.134
'0:46.098',-0.114
'0:46.100',-0.101
'0:46.102',-0.067
'0:46.104',-0.049
'0:46.106',-0.013
'0:46.108',0.035
'0:46.110',0.110
'0:46.112',0.182
'0:46.114',0.255
'0:46.116',0.331
'0:46.118',0.387
'0:46.120',0.447
'0:46.122',0.482
'0:46.124',0.473
'0:46.126',0.428
'0:46.128',0.395
'0:46.130',0.339
'0:46.132',0.215
'0:46.134',0.117
'0:46.136',0.035
'0:46.138',-0.043
'0:46.140',-0.095
'0:46.142',-0.133
'0:46.144',-0.170
'0:46.146',-0.229
'0:46.148',-0.254
'0:46.150',-0.267
'0:46.152',-0.284
'0:46.154',-0.301
'0:46.156',-0.277
'0:46.158',-0.266
'0:46.160',-0.235
'0:46.162',-0.217
'0:46.164',-0.210
'0:46.166',-0.197
'0:46.168',-0.202
'0:46.170',-0.184
'0:46.172',-0.175
'0:46.174',-0.184
'0:46.176',-0.177
'0:46.178',-0.172
'0:46.180',-0.150
'0:46.182',-0.151
'0:46.184',-0.167
'0:46.186',-0.157
'0:46.188',-0.154
'0:46.190',-0.154
'0:46.192',-0.153
'0:46.194',-0.144
'0:46.196',-0.143
'0:46.198',-0.138
'0:46.200',-0.145
'0:46.202',-0.142
'0:46.204',-0.142
'0:46.206',-0.141
'0:46.208',-0.136
'0:46.210',-0.146
'0:46.212',-0.137
'0:46.214',-0.140
'0:46.216',-0.135
'0:46.218',-0.134
'0:46.220',-0.131
'0:46.222',-0.145
'0:46.224',-0.128
'0:46.226',-0.128
'0:46.228',-0.129
'0:46.230',-0.132
'0:46.232',-0.136
'0:46.234',-0.134
'0:46.236',-0.126
'0:46.238',-0.128
'0:46.240',-0.123
'0:46.242',-0.129
'0:46.244',-0.134
'0:46.246',-0.138
'0:46.248',-0.101
'0:46.250',-0.116
'0:46.252',-0.129
'0:46.254',-0.117
'0:46.256',-0.113
'0:46.258',-0.111
'0:46.260',-0.104
'0:46.262',-0.096
'0:46.264',-0.100
'0:46.266',-0.098
'0:46.268',-0.099
'0:46.270',-0.100
'0:46.272',-0.096
'0:46.274',-0.085
'0:46.276',-0.090
'0:46.278',-0.091
'0:46.280',-0.087
'0:46.282',-0.083
'0:46.284',-0.081
'0:46.286',-0.080
'0:46.288',-0.072
'0:46.290',-0.071
'0:46.292',-0.065
'0:46.294',-0.065
'0:46.296',-0.057
'0:46.298',-0.045
'0:46.300',-0.040
'0:46.302',-0.038
'0:46.304',-0.021
'0:46.306',-0.030
'0:46.308',-0.021
'0:46.310',-0.021
'0:46.312',-0.011
'0:46.314',-0.009
'0:46.316',-0.003
'0:46.318',0.010
'0:46.320',0.018
'0:46.322',0.015
'0:46.324',0.020
'0:46.326',0.042
'0:46.328',0.027
'0:46.330',0.037
'0:46.332',0.050
'0:46.334',0.049
'0:46.336',0.057
'0:46.338',0.041
'0:46.340',0.063
'0:46.342',0.082
'0:46.344',0.080
'0:46.346',0.090
'0:46.348',0.090
'0:46.350',0.091
'0:46.352',0.104
'0:46.354',0.102
'0:46.356',0.100
'0:46.358',0.100
'0:46.360',0.103
'0:46.362',0.114
'0:46.364',0.103
'0:46.366',0.102
'0:46.368',0.097
'0:46.370',0.097
'0:46.372',0.087
'0:46.374',0.093
'0:46.376',0.086
'0:46.378',0.084
'0:46.380',0.065
'0:46.382',0.064
'0:46.384',0.065
'0:46.386',0.059
'0:46.388',0.043
'0:46.390',0.034
'0:46.392',0.025
'0:46.394',0.015
'0:46.396',0.012
'0:46.398',0.002
'0:46.400',-0.012
'0:46.402',-0.012
'0:46.404',-0.022
'0:46.406',-0.029
'0:46.408',-0.031
'0:46.410',-0.041
'0:46.412',-0.044
'0:46.414',-0.046
'0:46.416',-0.051
'0:46.418',-0.062
'0:46.420',-0.059
'0:46.422',-0.068
'0:46.424',-0.065
'0:46.426',-0.073
'0:46.428',-0.062
'0:46.430',-0.088
'0:46.432',-0.080
'0:46.434',-0.083
'0:46.436',-0.088
'0:46.438',-0.085
'0:46.440',-0.098
'0:46.442',-0.086
'0:46.444',-0.081
'0:46.446',-0.086
'0:46.448',-0.101
'0:46.450',-0.096
'0:46.452',-0.098
'0:46.454',-0.105
'0:46.456',-0.101
'0:46.458',-0.097
'0:46.460',-0.094
'0:46.462',-0.097
'0:46.464',-0.101
'0:46.466',-0.092
'0:46.468',-0.098
'0:46.470',-0.100
'0:46.472',-0.108
'0:46.474',-0.108
'0:46.476',-0.102
'0:46.478',-0.097
'0:46.480',-0.097
'0:46.482',-0.101
'0:46.484',-0.109
'0:46.486',-0.088
'0:46.488',-0.102
'0:46.490',-0.103
'0:46.492',-0.103
'0:46.494',-0.104
'0:46.496',-0.107
'0:46.498',-0.101
'0:46.500',-0.105
'0:46.502',-0.108
'0:46.504',-0.107
'0:46.506',-0.104
'0:46.508',-0.106
'0:46.510',-0.107
'0:46.512',-0.105
'0:46.514',-0.110
'0:46.516',-0.117
'0:46.518',-0.111
'0:46.520',-0.109
'0:46.522',-0.107
'0:46.524',-0.105
'0:46.526',-0.109
'0:46.528',-0.116
'0:46.530',-0.117
'0:46.532',-0.117
'0:46.534',-0.117
'0:46.536',-0.119
'0:46.538',-0.117
'0:46.540',-0.113
'0:46.542',-0.112
'0:46.544',-0.105
'0:46.546',-0.122
'0:46.548',-0.134
'0:46.550',-0.117
'0:46.552',-0.106
'0:46.554',-0.117
'0:46.556',-0.116
'0:46.558',-0.109
'0:46.560',-0.116
'0:46.562',-0.115
'0:46.564',-0.118
'0:46.566',-0.115
'0:46.568',-0.122
'0:46.570',-0.121
'0:46.572',-0.123
'0:46.574',-0.122
'0:46.576',-0.118
'0:46.578',-0.115
'0:46.580',-0.122
'0:46.582',-0.116
'0:46.584',-0.114
'0:46.586',-0.120
'0:46.588',-0.128
'0:46.590',-0.120
'0:46.592',-0.119
'0:46.594',-0.120
'0:46.596',-0.119
'0:46.598',-0.116
'0:46.600',-0.123
'0:46.602',-0.106
'0:46.604',-0.101
'0:46.606',-0.103
'0:46.608',-0.110
'0:46.610',-0.117
'0:46.612',-0.111
'0:46.614',-0.103
'0:46.616',-0.104
'0:46.618',-0.115
'0:46.620',-0.108
'0:46.622',-0.097
'0:46.624',-0.103
'0:46.626',-0.097
'0:46.628',-0.104
'0:46.630',-0.105
'0:46.632',-0.095
'0:46.634',-0.098
'0:46.636',-0.098
'0:46.638',-0.086
'0:46.640',-0.097
'0:46.642',-0.086
'0:46.644',-0.081
'0:46.646',-0.082
'0:46.648',-0.076
'0:46.650',-0.083
'0:46.652',-0.075
'0:46.654',-0.087
'0:46.656',-0.084
'0:46.658',-0.065
'0:46.660',-0.049
'0:46.662',-0.030
'0:46.664',-0.033
'0:46.666',-0.040
'0:46.668',-0.035
'0:46.670',-0.018
'0:46.672',-0.035
'0:46.674',-0.046
'0:46.676',-0.057
'0:46.678',-0.070
'0:46.680',-0.097
'0:46.682',-0.115
'0:46.684',-0.108
'0:46.686',-0.123
'0:46.688',-0.126
'0:46.690',-0.128
'0:46.692',-0.132
'0:46.694',-0.131
'0:46.696',-0.132
'0:46.698',-0.130
'0:46.700',-0.130
'0:46.702',-0.131
'0:46.704',-0.132
'0:46.706',-0.129
'0:46.708',-0.140
'0:46.710',-0.140
'0:46.712',-0.142
'0:46.714',-0.137
'0:46.716',-0.136
'0:46.718',-0.137
'0:46.720',-0.143
'0:46.722',-0.148
'0:46.724',-0.148
'0:46.726',-0.153
'0:46.728',-0.133
'0:46.730',-0.116
'0:46.732',-0.097
'0:46.734',-0.082
'0:46.736',-0.057
'0:46.738',-0.017
'0:46.740',0.018
'0:46.742',0.095
'0:46.744',0.176
'0:46.746',0.253
'0:46.748',0.331
'0:46.750',0.405
'0:46.752',0.472
'0:46.754',0.527
'0:46.756',0.533
'0:46.758',0.494
'0:46.760',0.452
'0:46.762',0.406
'0:46.764',0.291
'0:46.766',0.164
'0:46.768',0.089
'0:46.770',0.018
'0:46.772',-0.075
'0:46.774',-0.097
'0:46.776',-0.145
'0:46.778',-0.210
'0:46.780',-0.232
'0:46.782',-0.249
'0:46.784',-0.285
'0:46.786',-0.303
'0:46.788',-0.274
'0:46.790',-0.253
'0:46.792',-0.237
'0:46.794',-0.207
'0:46.796',-0.206
'0:46.798',-0.200
'0:46.800',-0.201
'0:46.802',-0.186
'0:46.804',-0.181
'0:46.806',-0.173
'0:46.808',-0.173
'0:46.810',-0.175
'0:46.812',-0.165
'0:46.814',-0.155
'0:46.816',-0.155
'0:46.818',-0.157
'0:46.820',-0.150
'0:46.822',-0.155
'0:46.824',-0.166
'0:46.826',-0.163
'0:46.828',-0.145
'0:46.830',-0.157
'0:46.832',-0.148
'0:46.834',-0.150
'0:46.836',-0.151
'0:46.838',-0.145
'0:46.840',-0.152
'0:46.842',-0.151
'0:46.844',-0.147
'0:46.846',-0.142
'0:46.848',-0.147
'0:46.850',-0.152
'0:46.852',-0.148
'0:46.854',-0.144
'0:46.856',-0.149
'0:46.858',-0.143
'0:46.860',-0.143
'0:46.862',-0.131
'0:46.864',-0.133
'0:46.866',-0.133
'0:46.868',-0.136
'0:46.870',-0.131
'0:46.872',-0.131
'0:46.874',-0.130
'0:46.876',-0.130
'0:46.878',-0.137
'0:46.880',-0.130
'0:46.882',-0.118
'0:46.884',-0.110
'0:46.886',-0.116
'0:46.888',-0.122
'0:46.890',-0.129
'0:46.892',-0.126
'0:46.894',-0.116
'0:46.896',-0.121
'0:46.898',-0.114
'0:46.900',-0.104
'0:46.902',-0.103
'0:46.904',-0.100
'0:46.906',-0.104
'0:46.908',-0.099
'0:46.910',-0.101
'0:46.912',-0.100
'0:46.914',-0.085
'0:46.916',-0.085
'0:46.918',-0.078
'0:46.920',-0.072
'0:46.922',-0.061
'0:46.924',-0.060
'0:46.926',-0.072
'0:46.928',-0.062
'0:46.930',-0.050
'0:46.932',-0.051
'0:46.934',-0.043
'0:46.936',-0.043
'0:46.938',-0.035
'0:46.940',-0.022
'0:46.942',-0.019
'0:46.944',-0.019
'0:46.946',-0.010
'0:46.948',-0.010
'0:46.950',-0.001
'0:46.952',0.004
'0:46.954',0.011
'0:46.956',0.017
'0:46.958',0.028
'0:46.960',0.033
'0:46.962',0.041
'0:46.964',0.046
'0:46.966',0.051
'0:46.968',0.051
'0:46.970',0.055
'0:46.972',0.064
'0:46.974',0.068
'0:46.976',0.077
'0:46.978',0.086
'0:46.980',0.094
'0:46.982',0.096
'0:46.984',0.099
'0:46.986',0.088
'0:46.988',0.101
'0:46.990',0.099
'0:46.992',0.099
'0:46.994',0.102
'0:46.996',0.099
'0:46.998',0.101
'0:47.000',0.102
'0:47.002',0.094
'0:47.004',0.092
'0:47.006',0.089
'0:47.008',0.081
'0:47.010',0.068
'0:47.012',0.064
'0:47.014',0.056
'0:47.016',0.045
'0:47.018',0.042
'0:47.020',0.035
'0:47.022',0.018
'0:47.024',0.017
'0:47.026',0.006
'0:47.028',0.003
'0:47.030',0.002
'0:47.032',-0.007
'0:47.034',-0.019
'0:47.036',-0.029
'0:47.038',-0.019
'0:47.040',-0.043
'0:47.042',-0.043
'0:47.044',-0.051
'0:47.046',-0.057
'0:47.048',-0.067
'0:47.050',-0.070
'0:47.052',-0.068
'0:47.054',-0.081
'0:47.056',-0.077
'0:47.058',-0.084
'0:47.060',-0.079
'0:47.062',-0.074
'0:47.064',-0.090
'0:47.066',-0.090
'0:47.068',-0.092
'0:47.070',-0.097
'0:47.072',-0.099
'0:47.074',-0.096
'0:47.076',-0.101
'0:47.078',-0.099
'0:47.080',-0.104
'0:47.082',-0.104
'0:47.084',-0.101
'0:47.086',-0.099
'0:47.088',-0.112
'0:47.090',-0.108
'0:47.092',-0.115
'0:47.094',-0.107
'0:47.096',-0.112
'0:47.098',-0.111
'0:47.100',-0.114
'0:47.102',-0.106
'0:47.104',-0.104
'0:47.106',-0.111
'0:47.108',-0.111
'0:47.110',-0.113
'0:47.112',-0.111
'0:47.114',-0.111
'0:47.116',-0.115
'0:47.118',-0.105
'0:47.120',-0.111
'0:47.122',-0.103
'0:47.124',-0.103
'0:47.126',-0.111
'0:47.128',-0.105
'0:47.130',-0.117
'0:47.132',-0.119
'0:47.134',-0.118
'0:47.136',-0.119
'0:47.138',-0.113
'0:47.140',-0.110
'0:47.142',-0.094
'0:47.144',-0.112
'0:47.146',-0.113
'0:47.148',-0.124
'0:47.150',-0.121
'0:47.152',-0.123
'0:47.154',-0.119
'0:47.156',-0.125
'0:47.158',-0.119
'0:47.160',-0.121
'0:47.162',-0.122
'0:47.164',-0.122
'0:47.166',-0.126
'0:47.168',-0.119
'0:47.170',-0.123
'0:47.172',-0.121
'0:47.174',-0.122
'0:47.176',-0.128
'0:47.178',-0.130
'0:47.180',-0.126
'0:47.182',-0.122
'0:47.184',-0.128
'0:47.186',-0.130
'0:47.188',-0.129
'0:47.190',-0.116
'0:47.192',-0.130
'0:47.194',-0.127
'0:47.196',-0.127
'0:47.198',-0.124
'0:47.200',-0.121
'0:47.202',-0.128
'0:47.204',-0.130
'0:47.206',-0.129
'0:47.208',-0.129
'0:47.210',-0.142
'0:47.212',-0.132
'0:47.214',-0.137
'0:47.216',-0.141
'0:47.218',-0.128
'0:47.220',-0.124
'0:47.222',-0.126
'0:47.224',-0.121
'0:47.226',-0.129
'0:47.228',-0.130
'0:47.230',-0.122
'0:47.232',-0.128
'0:47.234',-0.129
'0:47.236',-0.132
'0:47.238',-0.117
'0:47.240',-0.115
'0:47.242',-0.111
'0:47.244',-0.117
'0:47.246',-0.113
'0:47.248',-0.115
'0:47.250',-0.128
'0:47.252',-0.122
'0:47.254',-0.122
'0:47.256',-0.128
'0:47.258',-0.114
'0:47.260',-0.110
'0:47.262',-0.110
'0:47.264',-0.106
'0:47.266',-0.107
'0:47.268',-0.112
'0:47.270',-0.104
'0:47.272',-0.108
'0:47.274',-0.104
'0:47.276',-0.095
'0:47.278',-0.084
'0:47.280',-0.092
'0:47.282',-0.085
'0:47.284',-0.086
'0:47.286',-0.076
'0:47.288',-0.076
'0:47.290',-0.082
'0:47.292',-0.083
'0:47.294',-0.074
'0:47.296',-0.071
'0:47.298',-0.049
'0:47.300',-0.038
'0:47.302',-0.038
'0:47.304',-0.036
'0:47.306',-0.031
'0:47.308',-0.031
'0:47.310',-0.042
'0:47.312',-0.065
'0:47.314',-0.059
'0:47.316',-0.086
'0:47.318',-0.080
'0:47.320',-0.123
'0:47.322',-0.098
'0:47.324',-0.122
'0:47.326',-0.119
'0:47.328',-0.123
'0:47.330',-0.122
'0:47.332',-0.138
'0:47.334',-0.125
'0:47.336',-0.137
'0:47.338',-0.129
'0:47.340',-0.130
'0:47.342',-0.128
'0:47.344',-0.140
'0:47.346',-0.139
'0:47.348',-0.141
'0:47.350',-0.138
'0:47.352',-0.142
'0:47.354',-0.143
'0:47.356',-0.144
'0:47.358',-0.145
'0:47.360',-0.145
'0:47.362',-0.145
'0:47.364',-0.144
'0:47.366',-0.138
'0:47.368',-0.129
'0:47.370',-0.123
'0:47.372',-0.096
'0:47.374',-0.071
'0:47.376',-0.034
'0:47.378',0.021
'0:47.380',0.102
'0:47.382',0.185
'0:47.384',0.272
'0:47.386',0.356
'0:47.388',0.437
'0:47.390',0.506
'0:47.392',0.571
'0:47.394',0.583
'0:47.396',0.556
'0:47.398',0.502
'0:47.400',0.451
'0:47.402',0.338
'0:47.404',0.195
'0:47.406',0.111
'0:47.408',0.038
'0:47.410',-0.050
'0:47.412',-0.094
'0:47.414',-0.152
'0:47.416',-0.207
'0:47.418',-0.242
'0:47.420',-0.273
'0:47.422',-0.287
'0:47.424',-0.315
'0:47.426',-0.264
'0:47.428',-0.258
'0:47.430',-0.239
'0:47.432',-0.225
'0:47.434',-0.220
'0:47.436',-0.199
'0:47.438',-0.198
'0:47.440',-0.177
'0:47.442',-0.179
'0:47.444',-0.177
'0:47.446',-0.168
'0:47.448',-0.159
'0:47.450',-0.160
'0:47.452',-0.156
'0:47.454',-0.164
'0:47.456',-0.156
'0:47.458',-0.157
'0:47.460',-0.152
'0:47.462',-0.149
'0:47.464',-0.155
'0:47.466',-0.147
'0:47.468',-0.146
'0:47.470',-0.151
'0:47.472',-0.140
'0:47.474',-0.154
'0:47.476',-0.144
'0:47.478',-0.145
'0:47.480',-0.143
'0:47.482',-0.141
'0:47.484',-0.149
'0:47.486',-0.141
'0:47.488',-0.145
'0:47.490',-0.145
'0:47.492',-0.146
'0:47.494',-0.140
'0:47.496',-0.144
'0:47.498',-0.129
'0:47.500',-0.138
'0:47.502',-0.131
'0:47.504',-0.130
'0:47.506',-0.126
'0:47.508',-0.126
'0:47.510',-0.129
'0:47.512',-0.129
'0:47.514',-0.126
'0:47.516',-0.130
'0:47.518',-0.133
'0:47.520',-0.124
'0:47.522',-0.119
'0:47.524',-0.117
'0:47.526',-0.111
'0:47.528',-0.122
'0:47.530',-0.116
'0:47.532',-0.103
'0:47.534',-0.108
'0:47.536',-0.104
'0:47.538',-0.103
'0:47.540',-0.103
'0:47.542',-0.108
'0:47.544',-0.094
'0:47.546',-0.086
'0:47.548',-0.097
'0:47.550',-0.079
'0:47.552',-0.080
'0:47.554',-0.084
'0:47.556',-0.073
'0:47.558',-0.066
'0:47.560',-0.066
'0:47.562',-0.051
'0:47.564',-0.056
'0:47.566',-0.053
'0:47.568',-0.045
'0:47.570',-0.050
'0:47.572',-0.044
'0:47.574',-0.032
'0:47.576',-0.023
'0:47.578',-0.022
'0:47.580',-0.010
'0:47.582',-0.005
'0:47.584',0.005
'0:47.586',0.020
'0:47.588',0.015
'0:47.590',0.019
'0:47.592',0.034
'0:47.594',0.035
'0:47.596',0.046
'0:47.598',0.052
'0:47.600',0.061
'0:47.602',0.055
'0:47.604',0.069
'0:47.606',0.081
'0:47.608',0.087
'0:47.610',0.100
'0:47.612',0.098
'0:47.614',0.097
'0:47.616',0.097
'0:47.618',0.103
'0:47.620',0.114
'0:47.622',0.122
'0:47.624',0.129
'0:47.626',0.121
'0:47.628',0.120
'0:47.630',0.119
'0:47.632',0.125
'0:47.634',0.125
'0:47.636',0.124
'0:47.638',0.117
'0:47.640',0.113
'0:47.642',0.109
'0:47.644',0.116
'0:47.646',0.101
'0:47.648',0.098
'0:47.650',0.087
'0:47.652',0.086
'0:47.654',0.069
'0:47.656',0.059
'0:47.658',0.056
'0:47.660',0.052
'0:47.662',0.043
'0:47.664',0.033
'0:47.666',0.018
'0:47.668',0.012
'0:47.670',-0.003
'0:47.672',-0.004
'0:47.674',-0.016
'0:47.676',-0.006
'0:47.678',-0.033
'0:47.680',-0.025
'0:47.682',-0.043
'0:47.684',-0.042
'0:47.686',-0.045
'0:47.688',-0.051
'0:47.690',-0.051
'0:47.692',-0.066
'0:47.694',-0.065
'0:47.696',-0.072
'0:47.698',-0.068
'0:47.700',-0.078
'0:47.702',-0.086
'0:47.704',-0.085
'0:47.706',-0.081
'0:47.708',-0.096
'0:47.710',-0.086
'0:47.712',-0.098
'0:47.714',-0.101
'0:47.716',-0.103
'0:47.718',-0.102
'0:47.720',-0.092
'0:47.722',-0.086
'0:47.724',-0.102
'0:47.726',-0.097
'0:47.728',-0.102
'0:47.730',-0.107
'0:47.732',-0.102
'0:47.734',-0.090
'0:47.736',-0.097
'0:47.738',-0.113
'0:47.740',-0.098
'0:47.742',-0.088
'0:47.744',-0.093
'0:47.746',-0.093
'0:47.748',-0.097
'0:47.750',-0.094
'0:47.752',-0.095
'0:47.754',-0.104
'0:47.756',-0.105
'0:47.758',-0.103
'0:47.760',-0.099
'0:47.762',-0.102
'0:47.764',-0.102
'0:47.766',-0.091
'0:47.768',-0.100
'0:47.770',-0.102
'0:47.772',-0.107
'0:47.774',-0.117
'0:47.776',-0.102
'0:47.778',-0.105
'0:47.780',-0.091
'0:47.782',-0.107
'0:47.784',-0.115
'0:47.786',-0.105
'0:47.788',-0.114
'0:47.790',-0.119
'0:47.792',-0.122
'0:47.794',-0.123
'0:47.796',-0.108
'0:47.798',-0.107
'0:47.800',-0.114
'0:47.802',-0.108
'0:47.804',-0.117
'0:47.806',-0.112
'0:47.808',-0.112
'0:47.810',-0.110
'0:47.812',-0.119
'0:47.814',-0.118
'0:47.816',-0.130
'0:47.818',-0.105
'0:47.820',-0.113
'0:47.822',-0.111
'0:47.824',-0.113
'0:47.826',-0.109
'0:47.828',-0.120
'0:47.830',-0.115
'0:47.832',-0.124
'0:47.834',-0.116
'0:47.836',-0.117
'0:47.838',-0.126
'0:47.840',-0.110
'0:47.842',-0.118
'0:47.844',-0.105
'0:47.846',-0.122
'0:47.848',-0.121
'0:47.850',-0.118
'0:47.852',-0.113
'0:47.854',-0.118
'0:47.856',-0.113
'0:47.858',-0.119
'0:47.860',-0.115
'0:47.862',-0.108
'0:47.864',-0.114
'0:47.866',-0.114
'0:47.868',-0.117
'0:47.870',-0.124
'0:47.872',-0.114
'0:47.874',-0.126
'0:47.876',-0.128
'0:47.878',-0.122
'0:47.880',-0.109
'0:47.882',-0.112
'0:47.884',-0.122
'0:47.886',-0.107
'0:47.888',-0.115
'0:47.890',-0.105
'0:47.892',-0.103
'0:47.894',-0.120
'0:47.896',-0.126
'0:47.898',-0.121
'0:47.900',-0.115
'0:47.902',-0.108
'0:47.904',-0.119
'0:47.906',-0.114
'0:47.908',-0.110
'0:47.910',-0.121
'0:47.912',-0.101
'0:47.914',-0.113
'0:47.916',-0.113
'0:47.918',-0.102
'0:47.920',-0.100
'0:47.922',-0.091
'0:47.924',-0.091
'0:47.926',-0.084
'0:47.928',-0.084
'0:47.930',-0.078
'0:47.932',-0.084
'0:47.934',-0.077
'0:47.936',-0.065
'0:47.938',-0.070
'0:47.940',-0.074
'0:47.942',-0.056
'0:47.944',-0.061
'0:47.946',-0.028
'0:47.948',-0.029
'0:47.950',-0.026
'0:47.952',-0.032
'0:47.954',-0.022
'0:47.956',-0.021
'0:47.958',-0.020
'0:47.960',-0.048
'0:47.962',-0.069
'0:47.964',-0.083
'0:47.966',-0.103
'0:47.968',-0.111
'0:47.970',-0.124
'0:47.972',-0.123
'0:47.974',-0.118
'0:47.976',-0.127
'0:47.978',-0.128
'0:47.980',-0.127
'0:47.982',-0.132
'0:47.984',-0.130
'0:47.986',-0.132
'0:47.988',-0.147
'0:47.990',-0.135
'0:47.992',-0.154
'0:47.994',-0.139
'0:47.996',-0.143
'0:47.998',-0.140
'0:48.000',-0.129
'0:48.002',-0.137
'0:48.004',-0.143
'0:48.006',-0.142
'0:48.008',-0.150
'0:48.010',-0.132
'0:48.012',-0.136
'0:48.014',-0.128
'0:48.016',-0.113
'0:48.018',-0.097
'0:48.020',-0.065
'0:48.022',-0.041
'0:48.024',0.018
'0:48.026',0.081
'0:48.028',0.163
'0:48.030',0.247
'0:48.032',0.310
'0:48.034',0.402
'0:48.036',0.475
'0:48.038',0.541
'0:48.040',0.568
'0:48.042',0.552
'0:48.044',0.499
'0:48.046',0.471
'0:48.048',0.362
'0:48.050',0.212
'0:48.052',0.149
'0:48.054',0.087
'0:48.056',-0.029
'0:48.058',-0.068
'0:48.060',-0.119
'0:48.062',-0.167
'0:48.064',-0.224
'0:48.066',-0.242
'0:48.068',-0.264
'0:48.070',-0.311
'0:48.072',-0.283
'0:48.074',-0.271
'0:48.076',-0.249
'0:48.078',-0.235
'0:48.080',-0.208
'0:48.082',-0.203
'0:48.084',-0.207
'0:48.086',-0.197
'0:48.088',-0.177
'0:48.090',-0.177
'0:48.092',-0.170
'0:48.094',-0.164
'0:48.096',-0.163
'0:48.098',-0.142
'0:48.100',-0.158
'0:48.102',-0.145
'0:48.104',-0.148
'0:48.106',-0.150
'0:48.108',-0.150
'0:48.110',-0.138
'0:48.112',-0.140
'0:48.114',-0.148
'0:48.116',-0.150
'0:48.118',-0.141
'0:48.120',-0.143
'0:48.122',-0.139
'0:48.124',-0.136
'0:48.126',-0.133
'0:48.128',-0.133
'0:48.130',-0.135
'0:48.132',-0.141
'0:48.134',-0.132
'0:48.136',-0.124
'0:48.138',-0.138
'0:48.140',-0.121
'0:48.142',-0.132
'0:48.144',-0.131
'0:48.146',-0.121
'0:48.148',-0.132
'0:48.150',-0.130
'0:48.152',-0.136
'0:48.154',-0.116
'0:48.156',-0.111
'0:48.158',-0.128
'0:48.160',-0.117
'0:48.162',-0.117
'0:48.164',-0.115
'0:48.166',-0.128
'0:48.168',-0.108
'0:48.170',-0.122
'0:48.172',-0.113
'0:48.174',-0.125
'0:48.176',-0.111
'0:48.178',-0.101
'0:48.180',-0.097
'0:48.182',-0.091
'0:48.184',-0.102
'0:48.186',-0.087
'0:48.188',-0.083
'0:48.190',-0.091
'0:48.192',-0.081
'0:48.194',-0.083
'0:48.196',-0.085
'0:48.198',-0.075
'0:48.200',-0.070
'0:48.202',-0.072
'0:48.204',-0.069
'0:48.206',-0.052
'0:48.208',-0.049
'0:48.210',-0.052
'0:48.212',-0.046
'0:48.214',-0.036
'0:48.216',-0.034
'0:48.218',-0.037
'0:48.220',-0.034
'0:48.222',-0.015
'0:48.224',-0.015
'0:48.226',-0.009
'0:48.228',-0.002
'0:48.230',-0.011
'0:48.232',-0.002
'0:48.234',0.003
'0:48.236',0.015
'0:48.238',0.009
'0:48.240',0.037
'0:48.242',0.044
'0:48.244',0.047
'0:48.246',0.051
'0:48.248',0.061
'0:48.250',0.071
'0:48.252',0.069
'0:48.254',0.073
'0:48.256',0.096
'0:48.258',0.085
'0:48.260',0.102
'0:48.262',0.096
'0:48.264',0.106
'0:48.266',0.100
'0:48.268',0.107
'0:48.270',0.108
'0:48.272',0.111
'0:48.274',0.111
'0:48.276',0.114
'0:48.278',0.112
'0:48.280',0.111
'0:48.282',0.131
'0:48.284',0.119
'0:48.286',0.116
'0:48.288',0.110
'0:48.290',0.102
'0:48.292',0.106
'0:48.294',0.094
'0:48.296',0.077
'0:48.298',0.073
